SKU,Short Description,Long Description,Model,Category Group,Category,Manufacturer,Manufacturer SKU,Image URL,Document Name,Document URL,Unit Of Measure,Buy Cost,Trade Price,MSRP GBP,MSRP USD,MSRP EUR,Discontinued
CS-761B        F00,2WAY COAXIAL HORN SPEAKER 60W,,,,,RG Jones,,,,,,191.63,,191.63,,,
CS-761BS-B     F00,2WAY COAXIAL HORN SPEAKER 60W,,,,,RG Jones,,,,,,196.88,,196.88,,,
CS-761BS-W     F00,2WAY COAXIAL HORN SPEAKER 60W,,,,,RG Jones,,,,,,196.88,,196.88,,,
CS-761W        F00,2WAY COAXIAL HORN SPEAKER 60W,,,,,RG Jones,,,,,,191.63,,191.63,,,
D-001R,9000 SERIES PLUG-IN MODULE,,,,,RG Jones,,,,,,78.23,,78.23,,,
D-001R         B00,9000 SERIES PLUG-IN MODULE,,,,,RG Jones,,,,,,81.38,,81.38,,,
D-001T,9000 SERIES PLUG-IN MODULE,,,,,RG Jones,,,,,,78.23,,78.23,,,
D-001T         B00,9000 SERIES PLUG-IN MODULE,,,,,RG Jones,,,,,,76.13,,76.13,,,
D-2000AD1,MIC/LINE INPUT MODULE,,,,,RG Jones,,,,,,221.2,,221.2,,,
D-2000CB,COBRANET INTERFACE MODULE,,,,,RG Jones,,,,,,307.44,,307.44,,,
D-2000DA1,LINE OUTPUT MODULE,,,,,RG Jones,,,,,,212.24,,212.24,,,
D-2000DA1      A00,LINE OUTPUT MODULE,,,,,RG Jones,,,,,,212.24,,212.24,,,
D-2008SP  CE,DIGITAL MIXING PROCESSOR UNIT,,,,,RG Jones,,,,,,1959.44,,1959.44,,,
D-2012AS,CONSOLE CASE,,,,,RG Jones,,,,,,307.44,,307.44,,,
D-2012C   CE,REMOTE CONSOLE UNIT,,,,,RG Jones,,,,,,1959.44,,1959.44,,,
D-901     CE-GB,DIGITAL MIXER,,,,,RG Jones,,,,,,980.0,,980.0,,,
D-911,VCA FADER UNIT,,,,,RG Jones,,,,,,322.0,,322.0,,,
D-921E,MIC/LINE INPUT MODULE,,,,,RG Jones,,,,,,105.84,,105.84,,,
D-921F,MIC/LINE INPUT MODULE,,,,,RG Jones,,,,,,105.84,,105.84,,,
D-922E,MIC/LINE INPUT MODULE,,,,,RG Jones,,,,,,70.0,,70.0,,,
D-922F,MIC/LINE INPUT MODULE,,,,,RG Jones,,,,,,70.0,,70.0,,,
D-923AE,DIGITAL INPUT MODULE,,,,,RG Jones,,,,,,120.4,,120.4,,,
D-936R,STEREO SELECT INPUT MODULE,,,,,RG Jones,,,,,,94.64,,94.64,,,
D-971E,LINE OUTPUT MODULE,,,,,RG Jones,,,,,,112.0,,112.0,,,
D-971M,LINE OUTPUT MODULE,,,,,RG Jones,,,,,,120.4,,120.4,,,
D-971R,LINE OUTPUT MODULE,,,,,RG Jones,,,,,,83.44,,83.44,,,
D-972AE,DIGITAL OUTPUT MODULE,,,,,RG Jones,,,,,,145.6,,145.6,,,
D-981,REMOTE CONTROL MODULE,,,,,RG Jones,,,,,,75.6,,75.6,,,
D-983,REMOTE CONTROL MODULE,,,,,RG Jones,,,,,,137.2,,137.2,,,
D-984VC,VCA CONTROL MODULE,,,,,RG Jones,,,,,,178.64,,178.64,,,
D-984VC        A00,VCA CONTROL MODULE,,,,,RG Jones,,,,,,165.2,,165.2,,,
DA-250D   CE-GB,DUAL POWER AMPLIFIER,,,,,RG Jones,,,,,,518.0,,518.0,,,
DA-250D   CE-GBA00,DUAL POWER AMPLIFIER,,,,,RG Jones,,,,,,557.2,,557.2,,,
DA-250D   CE-GBC00,DUAL POWER AMPLIFIER,,,,,RG Jones,,,,,,532.0,,532.0,,,
DA-250DH  CE-GB,DUAL POWER AMPLIFIER,,,,,RG Jones,,,,,,559.13,,559.13,,,
DA-250DH  CE-GBA00,DUAL POWER AMPLIFIER,,,,,RG Jones,,,,,,603.75,,603.75,,,
DA-250DH  CE301A00,DUAL POWER AMPLIFIER,,,,,RG Jones,,,,,,574.88,,574.88,,,
DA-250F   CE-GB,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,697.2,,697.2,,,
DA-250F   CE-GBA00,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,756.0,,756.0,,,
DA-250F   CE301A00,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,725.2,,725.2,,,
DA-250FH  CE-GB,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,756.0,,756.0,,,
DA-250FH  CE-GBA00,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,837.38,,837.38,,,
DA-250FH  CE-GBC00,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,756.0,,756.0,,,
DA-250FH  CE301A00,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,837.38,,837.38,,,
